Classifier,Vectorizer,Validation Acc,Test Acc,Total,Total Acc,Link Flag,User Flag,Hash Flag,Numb Flag,Keyw Flag,Lctn Flag,R Links,R Users,R Hash,Unslang,Split W,Stem,R Punct,R Numb,Lower,R StpWrds,R NotAlpha,Join,Python Algo,time
,,1523.0,3263.0,4786.0,3263.0,,,,,,,,,,,,,,,,,,,,
DECISION_TREE,"TFIDF[1, 3]",0.69928,0.69292,3326.0014,0.6949438779774342,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-02 00:02:30.339556
DECISION_TREE,"COUNT[1, 3]",0.73145,0.71591,3450.01268,0.7208551358127873,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-02 00:02:57.526284
DECISION_TREE,"COUNT[1, 3]",0.73276,0.73062,3500.0065400000003,0.7313009903886336,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': False, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-02 00:10:06.133431
DECISION_TREE,"COUNT[1, 3]",0.72817,0.72449,3473.01378,0.7256610488926035,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-02 00:13:47.813943
SVM,"TFIDF[1, 1]",0.80433,0.7916,3807.98539,0.7956509381529461,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-02 00:27:47.638906
DECISION_TREE,"COUNT[1, 3]",0.74655,0.74257,3560.0015599999997,0.7438365148349352,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-02 00:29:01.044235
DECISION_TREE,"COUNT[1, 3]",0.74852,0.75421,3600.98319,0.7523993292937735,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-02 00:43:50.532645
SVM,"TFIDF[1, 1]",0.80499,0.79896,3833.00625,0.8008788654408692,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-02 00:45:45.874745
DECISION_TREE,"COUNT[1, 3]",0.74655,0.73154,3524.0106699999997,0.7363164793146677,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-02 00:59:34.555339
SVM,"TFIDF[1, 1]",0.80433,0.79528,3819.99323,0.7981598892603426,True,False,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': False, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-02 01:03:39.866297
DECISION_TREE,"COUNT[1, 3]",0.73145,0.72694,3486.00357,0.7283751713330547,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': True, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-02 01:03:39.902188
SVM,"TFIDF[1, 1]",0.80302,0.79681,3822.99049,0.7987861450062683,True,True,True,True,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-02 01:15:56.501852
SVM,"TFIDF[1, 1]",0.80433,0.7916,3807.98539,0.7956509381529461,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-02 01:28:45.908937
SVM,"TFIDF[1, 1]",0.80565,0.79222,3812.01881,0.7964936920183869,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-02 01:41:03.714432
SVM,"TFIDF[1, 1]",0.80236,0.79773,3824.98727,0.7992033577099875,False,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-02 01:53:19.966138
SVM,"TFIDF[1, 1]",0.80565,0.79865,3832.9999,0.8008775386544087,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': True, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-02 02:05:42.502938
DECISION_TREE,"TFIDF[1, 2]",0.72095,0.70702,3405.01311,0.7114528019222732,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-02 10:38:12.851166
DECISION_TREE,"TFIDF[1, 2]",0.71504,0.7012,3377.0215200000002,0.7056041621395738,True,True,True,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-02 10:41:43.447940
RIDGE,"TFIDF[1, 3]",0.80696,0.80018,3839.9874200000004,0.8023375302966987,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:07:05.519676
LOGISTIC_REGRESSION,"TFIDF[1, 3]",0.80433,0.79528,3819.99323,0.7981598892603426,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:07:08.919792
RIDGE,"TFIDF[1, 3]",0.79383,0.79681,3808.9941200000003,0.7958617049728375,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': True, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:07:54.085905
LOGISTIC_REGRESSION,"TFIDF[1, 3]",0.76953,0.77138,3689.00713,0.7707912933556206,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': True, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:07:58.523746
RIDGE,"TFIDF[1, 3]",0.80762,0.80172,3846.01762,0.8035974968658588,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:08:36.815238
LOGISTIC_REGRESSION,"TFIDF[1, 3]",0.80368,0.79344,3812.99936,0.7966985708315921,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:08:40.485438
RIDGE,"TFIDF[1, 3]",0.80762,0.79375,3820.01151,0.7981637087338069,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': True, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:09:19.149616
LOGISTIC_REGRESSION,"TFIDF[1, 3]",0.80959,0.79405,3823.99072,0.7989951358127872,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': True, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:09:22.370733
RIDGE,"TFIDF[1, 3]",0.80171,0.79804,3825.00885,0.7992078666945257,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:10:14.706662
LOGISTIC_REGRESSION,"TFIDF[1, 3]",0.79711,0.78884,3787.9834499999997,0.7914716778102799,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:10:19.173202
RIDGE,"TFIDF[1, 3]",0.80171,0.79804,3825.00885,0.7992078666945257,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:11:11.592995
LOGISTIC_REGRESSION,"TFIDF[1, 3]",0.79711,0.78884,3787.9834499999997,0.7914716778102799,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:11:16.079595
RIDGE,"TFIDF[1, 3]",0.79251,0.79405,3797.9778800000004,0.7935599414960302,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:11:57.792139
LOGISTIC_REGRESSION,"TFIDF[1, 3]",0.7958,0.79068,3791.9922399999996,0.792309285415796,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:12:02.058737
RIDGE,"COUNT[1, 3]",0.79383,0.7867,3776.00519,0.7889689072294191,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:12:45.657241
LOGISTIC_REGRESSION,"COUNT[1, 3]",0.80433,0.79804,3828.9991099999997,0.8000416025908901,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:13:29.682405
RIDGE,"COUNT[1, 3]",0.80171,0.79559,3817.0145,0.7975375052235688,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': True, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:14:16.749230
LOGISTIC_REGRESSION,"COUNT[1, 3]",0.81024,0.80233,3851.99831,0.8048471186794818,True,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': True, 'add_keyword_flag': True, 'add_location_flag': True, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:15:44.002760
RIDGE,"COUNT[1, 3]",0.79514,0.78486,3771.9964,0.788131299623903,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:16:24.860380
LOGISTIC_REGRESSION,"COUNT[1, 3]",0.80433,0.79926,3832.9799700000003,0.8008733744254075,False,False,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:17:10.818506
RIDGE,"COUNT[1, 3]",0.80565,0.78394,3785.00117,0.7908485520267446,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': True, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:17:50.576694
LOGISTIC_REGRESSION,"COUNT[1, 3]",0.80827,0.7962,3828.99581,0.8000409130798161,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': True, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:18:38.965608
RIDGE,"COUNT[1, 3]",0.79645,0.7916,3795.98415,0.7931433660676975,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:19:33.097022
LOGISTIC_REGRESSION,"COUNT[1, 3]",0.80368,0.79681,3823.9956700000002,0.7989961700793983,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:20:47.632129
RIDGE,"COUNT[1, 3]",0.79645,0.7916,3795.98415,0.7931433660676975,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:21:40.871517
LOGISTIC_REGRESSION,"COUNT[1, 3]",0.80368,0.79681,3823.9956700000002,0.7989961700793983,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,False,True,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': True, 'stem': False, 'remove_punctuations': False, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': False, 'remove_not_alpha': True, 'join': True}",2020-05-01 15:22:55.849698
RIDGE,"COUNT[1, 3]",0.79317,0.79926,3815.98329,0.7973220413706644,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:23:38.345995
LOGISTIC_REGRESSION,"COUNT[1, 3]",0.80959,0.80141,3848.0064,0.8040130380275805,True,True,True,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,"{'add_link_flag': True, 'add_user_flag': True, 'add_hash_flag': True, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': True, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:24:45.063753
RIDGE,"TFIDF[1, 2]",0.80433,0.80049,3836.9934599999997,0.801711964061847,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:25:07.751699
LOGISTIC_REGRESSION,"TFIDF[1, 2]",0.80959,0.7962,3831.0061699999997,0.800460963226076,False,False,False,False,False,False,True,True,False,True,False,False,True,True,True,True,False,True,"{'add_link_flag': False, 'add_user_flag': False, 'add_hash_flag': False, 'add_number_flag': False, 'add_keyword_flag': False, 'add_location_flag': False, 'remove_links': True, 'remove_users': True, 'remove_hash': False, 'unslang': True, 'split_words': False, 'stem': False, 'remove_punctuations': True, 'remove_numbers': True, 'to_lower_case': True, 'remove_stop_words': True, 'remove_not_alpha': False, 'join': True}",2020-05-01 15:25:09.772695
